video_id,modality,ground_truth,predicted_emotion,confidence,data_quality_score,data_quality_issues,reasoning,ensemble_prediction,ensemble_confidence
sample_00001837.mp4,TAV,sad,worried,70,60,"['multimodal inconsistency between visual distress and audio neutral', 'garbled whisper transcript content with non-sense text', 'facial action cues show mixed signals (e.g., brow lowering, lip tension, smile cues) complicating sole emotion assignment']","The analysis integrates visual cues indicating distress (brow furrowing, lid tightening, lip tension) with an audio report of neutrality and a garbled transcript. Primary inferred emotion is worried, with secondary neutral and sparse support for other emotions due to mixed signals.",neutral,0.3015075376884422
sample_00006816.mp4,T,worried,neutral,88,95,[],"The line discusses someone being a very good person and suggests relaying that message; there are no overt emotional cues (e.g., happiness, anger) beyond a neutral descriptive statement.",neutral,0.5463320463320464
sample_00006816.mp4,A,worried,neutral,95,100,[],"Based on the audio description, the speaker conveys a neutral affect with clear articulation and no signs of other emotions.",neutral,0.5463320463320464
sample_00006816.mp4,V,worried,happy,80,90,[],"The dominant cue is a smile indicating happiness, tempered by brow lowering suggesting attentiveness or mild concern. The off-screen gaze and professional scene imply a serious but positive interaction, supporting the primary interpretation.",neutral,0.5463320463320464
sample_00006816.mp4,TAV,worried,neutral,85,90,[],"The overall assessment leans toward neutral due to neutral audio description and lack of strong emotional cues in speech. Visual cues show minor indicators that could hint at mild concern, but not a definitive emotion beyond neutral, with some modest signals for worry and surprise.",neutral,0.5463320463320464
sample_00005474.mp4,T,happy,surprise,70,40,"['brief content', 'lack of audiovisual cues']","Analyzed the short transcript '不错超扯的' as potentially expressing surprise and positive sentiment, with possible ambiguity; assigned higher confidence to surprise due to emphasis, and slightly lower to happy. Data is limited (text-only, very brief), reducing reliability.",happy,0.6119133574007221
sample_00002680.mp4,T,angry,neutral,85,60,['brief content'],"Based on a single short Chinese sentence with minimal context and no prosodic cues, neutral emotion is most likely; other emotions are uncertain.",neutral,0.3125
sample_00002680.mp4,A,angry,happy,85,95,[],The speaker's expressive and natural delivery points toward positive affect (happy) with a plausible neutral secondary emotion due to lack of explicit emotional cues beyond engagement.,neutral,0.3125
sample_00002680.mp4,TAV,angry,worried,70,90,[],"Integrated TAV cues suggest a tense, urgent interaction with worry as the dominant emotion. Brow lowering and slight jaw/lip cues support concern, while surprise remains possible but secondary.",neutral,0.3125
sample_00004145.mp4,T,neutral,sad,70,50,"['no audio/visual cues', 'brief content']","The transcript '不合群是我一直相信' expresses feelings of being outsider and belief of not belonging; likely sadness with worry about social fit. Without audio/video cues, confidence limited to text semantics.",neutral,0.2608695652173913
sample_00004145.mp4,V,neutral,surprise,90,85,"['slightly off-center frame', 'slight head pose to the side']","The analysis identifies surprise as the primary emotion based on jaw drop, open mouth, and raised eyes, with secondary hint of happiness from lip corner puller. Frame quality is good overall, though a slight head tilt reduces precision.",neutral,0.2608695652173913
sample_00004145.mp4,TAV,neutral,surprise,75,90,[],"Multimodal cues point to surprise as the strongest emotion (brow raising, jaw drop, open mouth) while transcript suggests introspection; overall delivery is confident with slight emotional coloring, supporting a primary surprise with secondary neutral/worried signals.",neutral,0.2608695652173913
sample_00003028.mp4,T,surprise,neutral,75,70,"['brief content', 'text-only transcript', 'no audio or facial cues']","Based on the phrase 'See ya!', neutral is most likely; lack of audio/visual context prevents stronger inference.",neutral,0.7
sample_00003028.mp4,A,surprise,neutral,92,90,[],The description indicates a neutral emotional state due to the expressiveness being minimal and lack of strong emotional cues; a slight end-of-sentence pitch rise does not imply a stronger emotion.,neutral,0.7
sample_00003028.mp4,TAV,surprise,neutral,78,70,"['low-intensity facial cues (barely detected expressions)', 'monotone audio with slight pitch rise at end', 'transcript provides limited emotional context']","The speaker's tone is described as neutral, and the visual cues show attentive engagement with very subtle expressions. This yields neutral as the primary emotion, with a small possibility of surprise based on slight facial dynamics.",neutral,0.7
sample_00003773.mp4,T,surprise,neutral,70,50,"['whisper_audio', 'ambiguous_short_content']","The transcript expresses a hopeful sentiment, which leans toward neutral with a slight positive tone. Whisper input reduces confidence due to lack of prosodic cues.",happy,0.5954356846473029
sample_00003773.mp4,A,surprise,happy,95,95,[],"The description explicitly states the speaker sounds happy (and excited). Clear delivery with no pauses suggests reliable audio data, supporting a high-confidence detection of happiness. No indicators for other listed emotions are present.",happy,0.5954356846473029
sample_00003773.mp4,TAV,surprise,happy,92,88,[],Multimodal cues indicate a strong presence of happiness; a mild cue for surprise (jaw drop) exists but does not outweigh the positive affect.,happy,0.5954356846473029
sample_00006422.mp4,A,surprise,neutral,85,90,[],"The audio is clear and intelligible with no noise or distortion. The speaker's monotone and scripted delivery provide minimal expressive cues, indicating neutral emotion as most probable.",neutral,0.3761467889908257
sample_00006422.mp4,TAV,surprise,neutral,70,65,"['monotone voice reduces emotional cues', 'ambiguous strength of facial cues', 'single-frame observation']","The transcript indicates a neutral, inquisitive tone. Visual cues show slight indicators of surprise and concern (raised eyebrows, wide eyes, jaw/ lip movement), suggesting neutral as primary with secondary surprise and worry signals.",neutral,0.3761467889908257
