video_id,modality,ground_truth,predicted,confidence,data_quality_score,data_quality_issues,is_correct,is_sabotage,ensemble_prediction,ensemble_confidence
sample_00005897.mp4,A,angry,angry,75,85,,True,False,surprise,0.32342657342657344
sample_00005897.mp4,V,angry,happy,65,85,occlusion from hand/pen while gesturing; partial presence of another person in frame causing potential distraction; moderate lighting may obscure subtle cues,False,False,surprise,0.32342657342657344
sample_00005897.mp4,TAV,angry,surprise,60,85,brief_content,False,False,surprise,0.32342657342657344
sample_00005277.mp4,T,neutral,neutral,65,40,ungrammatical/transcription errors; whispered speech; ambiguous content; lack of contextual cues,True,False,neutral,0.6201232032854209
sample_00005277.mp4,A,neutral,neutral,92,95,,True,False,neutral,0.6201232032854209
sample_00005277.mp4,V,neutral,neutral,60,92,,True,False,neutral,0.6201232032854209
sample_00005277.mp4,TAV,neutral,neutral,85,70,"garbled transcript content affecting interpretation; monotone vocal delivery reduces detectable emotional variance; subtle visual cues (brow tension, lid tightener) not strongly supported by the calm objective scene",True,False,neutral,0.6201232032854209
sample_00003773.mp4,T,surprise,neutral,70,50,whisper_audio; ambiguous_short_content,False,True,happy,0.5954356846473029
sample_00003773.mp4,A,surprise,happy,95,95,,False,True,happy,0.5954356846473029
sample_00003773.mp4,V,surprise,surprise,85,78,ambiguous/mixed cues between happy and surprised expressions,True,False,happy,0.5954356846473029
sample_00003773.mp4,TAV,surprise,happy,92,88,,False,True,happy,0.5954356846473029
sample_00005062.mp4,T,happy,happy,75,55,brief content; unclear speech,True,False,happy,0.5674740484429066
sample_00005062.mp4,A,happy,happy,90,95,,True,False,happy,0.5674740484429066
sample_00005062.mp4,V,happy,happy,78,92,,True,False,happy,0.5674740484429066
sample_00005062.mp4,TAV,happy,happy,85,90,,True,False,happy,0.5674740484429066
sample_00006422.mp4,T,surprise,surprise,65,50,transcript-only data with no visual cues; no audio prosody available; ambiguous context,True,False,neutral,0.3761467889908257
sample_00006422.mp4,A,surprise,neutral,85,90,,False,True,neutral,0.3761467889908257
sample_00006422.mp4,V,surprise,surprise,85,75,text overlay near lower frame potentially occluding mouth; single frame context; no temporal information; mixed cues (surprise vs worried) introduce ambiguity,True,False,neutral,0.3761467889908257
sample_00006422.mp4,TAV,surprise,neutral,70,65,monotone voice reduces emotional cues; ambiguous strength of facial cues; single-frame observation,False,True,neutral,0.3761467889908257
